Time (s), Error (km)
0.000000000000000000,0.000114545000000000
78.447050070740360184,0.000110317000000000
310.359687764160355528,0.000111742000000000
685.602217972753237518,0.000130544000000000
1187.774741512969512769,0.000176918000000000
1794.929909414981921145,0.000115851000000000
2480.532127387735727098,0.000111410000000000
3214.617288621371699264,0.000172380000000000
3965.102349038557349559,0.000113625000000000
4699.187510272194231220,0.000197934000000000
5384.789728244946672930,0.000131450000000000
5991.944896146958853933,0.000232020000000000
6494.117419687176152365,0.000148925000000000
6869.359949895769204886,0.000110539000000000
7101.272587589189242863,0.000109830000000000
7179.719637659929503570,0.000110366000000000
7179.719637659929503570,0.000110695000000000
7258.166687730669764278,0.000134596000000000
7490.079325424089802254,0.000110821000000000
7865.321855632682854775,0.000110202000000000
8367.494379172898334218,0.000111100000000000
8974.649547074910515221,0.000157320000000000
9660.251765047665685415,0.000110372000000000
10394.336926281301202835,0.000112454000000000
11144.821986698487307876,0.000112169000000000
11878.907147932124644285,0.000115004000000000
12564.509365904876176501,0.000116324000000000
13171.664533806888357503,0.000151593000000000
13673.837057347105655936,0.000111999000000000
14049.079587555697798962,0.000110676000000000
14280.992225249119655928,0.000109822000000000
14359.439275319859007141,0.000125455000000000
14359.439275319859007141,0.000128065000000000
14437.886325390600177343,0.000114676000000000
14669.798963084020215319,0.000113860000000000
15045.041493292612358346,0.000112618000000000
15547.214016832827837788,0.000110394000000000
16154.369184734840018791,0.000112197000000000
16839.971402707593369996,0.000112288000000000
17574.056563941230706405,0.000145749000000000
18324.541624358414992457,0.000131847000000000
19058.626785592052328866,0.000112930000000000
19744.229003564803861082,0.000113497000000000
20351.384171466816042084,0.000114831000000000
20853.556695007035159506,0.000111486000000000
21228.799225215625483543,0.000110623000000000
21460.711862909047340509,0.000109990000000000
21539.158912979786691722,0.000120022000000000
21539.158912979786691722,0.000110858000000000
21617.605963050526042935,0.000110077000000000
21849.518600743947899900,0.000110597000000000
22224.761130952541861916,0.000109817000000000
22726.933654492757341359,0.000205161000000000
23334.088822394769522361,0.000118664000000000
24019.691040367521054577,0.000109728000000000
24753.776201601158390986,0.000109644000000000
25504.261262018346315017,0.000147352000000000
26238.346423251983651426,0.000109896000000000
26923.948641224735183641,0.000108629000000000
27531.103809126747364644,0.000590195000000000
28033.276332666966482066,0.000112007000000000
28408.518862875556806102,0.000111630000000000
28640.431500568978663068,0.000129370000000000
28718.878550639718014281,0.000189597000000000
28718.878550639718014281,0.000128504000000000
28797.325600710457365494,0.000243075000000000
29029.238238403879222460,0.000204959000000000
29404.480768612473184476,0.000117874000000000
29906.653292152688663919,0.000109778000000000
30513.808460054700844921,0.000111098000000000
31199.410678027452377137,0.000141310000000000
31933.495839261089713546,0.000111435000000000
32683.980899678277637577,0.000109209000000000
33418.066060911914973985,0.000112659000000000
34103.668278884666506201,0.000142010000000000
34710.823446786678687204,0.000116510000000000
35212.995970326897804625,0.000110083000000000
35588.238500535488128662,0.000111010000000000
35820.151138228909985628,0.000109224000000000
35898.598188299649336841,0.000112683000000000
35898.598188299649336841,0.000113414000000000
35977.045238370388688054,0.000116423000000000
36208.957876063810545020,0.000110690000000000
36584.200406272400869057,0.000143447000000000
37086.372929812619986478,0.000109331000000000
37693.528097714632167481,0.000111284000000000
38379.130315687383699697,0.000109254000000000
