Time (s), Error (km)
0.000000000000000000,0.001047876000000000
78.447050070740360184,0.000928968000000000
310.359687764160355528,0.001069540000000000
685.602217972753237518,0.001321429000000000
1187.774741512969512769,0.001151350000000000
1794.929909414981921145,0.000936161000000000
2480.532127387735727098,0.000934338000000000
3214.617288621371699264,0.000976664000000000
3965.102349038557349559,0.000918112000000000
4699.187510272194231220,0.000893771000000000
5384.789728244946672930,0.000915218000000000
5991.944896146958853933,0.000908070000000000
6494.117419687176152365,0.001044606000000000
6869.359949895769204886,0.001348279000000000
7101.272587589189242863,0.000915633000000000
7179.719637659929503570,0.001054030000000000
7179.719637659929503570,0.000935118000000000
7258.166687730669764278,0.000893370000000000
7490.079325424089802254,0.000952710000000000
7865.321855632682854775,0.000948855000000000
8367.494379172898334218,0.000990796000000000
8974.649547074910515221,0.002416368000000000
9660.251765047665685415,0.001014022000000000
10394.336926281301202835,0.000965030000000000
11144.821986698487307876,0.003899847000000000
11878.907147932124644285,0.001377639000000000
12564.509365904876176501,0.000986678000000000
13171.664533806888357503,0.000942848000000000
13673.837057347105655936,0.000885662000000000
14049.079587555697798962,0.000896113000000000
14280.992225249119655928,0.000883838000000000
14359.439275319859007141,0.001028385000000000
14359.439275319859007141,0.000881436000000000
14437.886325390600177343,0.000939367000000000
14669.798963084020215319,0.000873696000000000
15045.041493292612358346,0.000890306000000000
15547.214016832827837788,0.000971324000000000
16154.369184734840018791,0.000981740000000000
16839.971402707593369996,0.000908248000000000
17574.056563941230706405,0.000904259000000000
18324.541624358414992457,0.000945114000000000
19058.626785592052328866,0.000956928000000000
19744.229003564803861082,0.000897639000000000
20351.384171466816042084,0.000961420000000000
20853.556695007035159506,0.000950682000000000
21228.799225215625483543,0.000949879000000000
21460.711862909047340509,0.000910389000000000
21539.158912979786691722,0.000970934000000000
21539.158912979786691722,0.000918664000000000
21617.605963050526042935,0.000883814000000000
21849.518600743947899900,0.000891705000000000
22224.761130952541861916,0.000982224000000000
22726.933654492757341359,0.000912901000000000
23334.088822394769522361,0.000927030000000000
24019.691040367521054577,0.000908426000000000
24753.776201601158390986,0.001005699000000000
25504.261262018346315017,0.000932205000000000
26238.346423251983651426,0.001060859000000000
26923.948641224735183641,0.001045430000000000
27531.103809126747364644,0.000899824000000000
28033.276332666966482066,0.001022235000000000
28408.518862875556806102,0.000904750000000000
28640.431500568978663068,0.000901774000000000
28718.878550639718014281,0.000953617000000000
28718.878550639718014281,0.000924408000000000
28797.325600710457365494,0.000914981000000000
29029.238238403879222460,0.000927812000000000
29404.480768612473184476,0.001011397000000000
29906.653292152688663919,0.000922414000000000
30513.808460054700844921,0.000918467000000000
31199.410678027452377137,0.000923831000000000
31933.495839261089713546,0.000874052000000000
32683.980899678277637577,0.000891742000000000
33418.066060911914973985,0.000906853000000000
34103.668278884666506201,0.000895612000000000
34710.823446786678687204,0.000872093000000000
35212.995970326897804625,0.000888681000000000
35588.238500535488128662,0.000908248000000000
35820.151138228909985628,0.001105534000000000
35898.598188299649336841,0.000906334000000000
35898.598188299649336841,0.000970765000000000
35977.045238370388688054,0.000942283000000000
36208.957876063810545020,0.000971462000000000
36584.200406272400869057,0.000982272000000000
37086.372929812619986478,0.001062814000000000
