Time (s), Error (km)
0.000000000000000000,0.000371490000000000
78.447050070740360184,0.000299089000000000
310.359687764160355528,0.000327917000000000
685.602217972753237518,0.000315881000000000
1187.774741512969512769,0.000303336000000000
1794.929909414981921145,0.000303105000000000
2480.532127387735727098,0.000407634000000000
3214.617288621371699264,0.000454780000000000
3965.102349038557349559,0.000425099000000000
4699.187510272194231220,0.000334403000000000
5384.789728244946672930,0.000311499000000000
5991.944896146958853933,0.000388620000000000
6494.117419687176152365,0.000301856000000000
6869.359949895769204886,0.000307339000000000
7101.272587589189242863,0.000343058000000000
7179.719637659929503570,0.000297188000000000
7179.719637659929503570,0.000301836000000000
7258.166687730669764278,0.000327002000000000
7490.079325424089802254,0.000317970000000000
7865.321855632682854775,0.000398040000000000
8367.494379172898334218,0.000294847000000000
8974.649547074910515221,0.000293209000000000
9660.251765047665685415,0.000311201000000000
10394.336926281301202835,0.000301839000000000
11144.821986698487307876,0.000295497000000000
11878.907147932124644285,0.000298895000000000
12564.509365904876176501,0.000328734000000000
13171.664533806888357503,0.000295257000000000
13673.837057347105655936,0.000334731000000000
14049.079587555697798962,0.000324775000000000
14280.992225249119655928,0.000317725000000000
14359.439275319859007141,0.000362266000000000
14359.439275319859007141,0.000310865000000000
14437.886325390600177343,0.000363715000000000
14669.798963084020215319,0.000343981000000000
15045.041493292612358346,0.000405267000000000
15547.214016832827837788,0.000306493000000000
16154.369184734840018791,0.000385870000000000
16839.971402707593369996,0.000300042000000000
17574.056563941230706405,0.000325726000000000
18324.541624358414992457,0.000350843000000000
19058.626785592052328866,0.000297311000000000
19744.229003564803861082,0.000306416000000000
20351.384171466816042084,0.000315497000000000
20853.556695007035159506,0.000324700000000000
21228.799225215625483543,0.000300478000000000
21460.711862909047340509,0.000327622000000000
21539.158912979786691722,0.000302566000000000
21539.158912979786691722,0.000306923000000000
21617.605963050526042935,0.000347926000000000
21849.518600743947899900,0.000315504000000000
22224.761130952541861916,0.000421957000000000
22726.933654492757341359,0.000326706000000000
23334.088822394769522361,0.000296102000000000
24019.691040367521054577,0.000297849000000000
24753.776201601158390986,0.000342830000000000
25504.261262018346315017,0.000300928000000000
26238.346423251983651426,0.000304304000000000
26923.948641224735183641,0.000326772000000000
27531.103809126747364644,0.000306360000000000
28033.276332666966482066,0.000358619000000000
