Time (s), Error (km)
0.000000000000000000,0.001409047000000000
78.447050070740360184,0.001984265000000000
310.359687764160355528,0.001577219000000000
685.602217972753237518,0.001200016000000000
1187.774741512969512769,0.001398635000000000
1794.929909414981921145,0.001400817000000000
2480.532127387735727098,0.001798154000000000
3214.617288621371699264,0.001427897000000000
3965.102349038557349559,0.001271038000000000
4699.187510272194231220,0.001536673000000000
5384.789728244946672930,0.001481968000000000
5991.944896146958853933,0.001180794000000000
6494.117419687176152365,0.001190593000000000
6869.359949895769204886,0.001332453000000000
7101.272587589189242863,0.001300140000000000
7179.719637659929503570,0.001530480000000000
7179.719637659929503570,0.001339528000000000
7258.166687730669764278,0.001174929000000000
7490.079325424089802254,0.001301917000000000
7865.321855632682854775,0.001223713000000000
8367.494379172898334218,0.001215409000000000
8974.649547074910515221,0.001253381000000000
9660.251765047665685415,0.001423089000000000
10394.336926281301202835,0.001243426000000000
11144.821986698487307876,0.001226280000000000
11878.907147932124644285,0.001179921000000000
12564.509365904876176501,0.001412963000000000
13171.664533806888357503,0.001193838000000000
13673.837057347105655936,0.001199407000000000
14049.079587555697798962,0.001228318000000000
14280.992225249119655928,0.001157690000000000
14359.439275319859007141,0.001256651000000000
14359.439275319859007141,0.001975570000000000
14437.886325390600177343,0.001247069000000000
14669.798963084020215319,0.001208842000000000
15045.041493292612358346,0.001870624000000000
15547.214016832827837788,0.001167270000000000
16154.369184734840018791,0.001282748000000000
16839.971402707593369996,0.001423934000000000
17574.056563941230706405,0.001485125000000000
18324.541624358414992457,0.001341001000000000
19058.626785592052328866,0.001193059000000000
19744.229003564803861082,0.001178433000000000
20351.384171466816042084,0.001166283000000000
20853.556695007035159506,0.001134598000000000
21228.799225215625483543,0.001241102000000000
21460.711862909047340509,0.001174679000000000
21539.158912979786691722,0.001147629000000000
21539.158912979786691722,0.001152190000000000
21617.605963050526042935,0.001162834000000000
21849.518600743947899900,0.001266380000000000
22224.761130952541861916,0.001251042000000000
22726.933654492757341359,0.001156458000000000
23334.088822394769522361,0.001194206000000000
24019.691040367521054577,0.001156187000000000
24753.776201601158390986,0.001215063000000000
25504.261262018346315017,0.001134959000000000
26238.346423251983651426,0.001140017000000000
26923.948641224735183641,0.001180374000000000
27531.103809126747364644,0.001166965000000000
28033.276332666966482066,0.001198800000000000
28408.518862875556806102,0.001120264000000000
28640.431500568978663068,0.001142037000000000
28718.878550639718014281,0.001243085000000000
28718.878550639718014281,0.001195616000000000
28797.325600710457365494,0.001212434000000000
29029.238238403879222460,0.001283655000000000
29404.480768612473184476,0.001235836000000000
29906.653292152688663919,0.001239049000000000
30513.808460054700844921,0.001199105000000000
31199.410678027452377137,0.001261173000000000
31933.495839261089713546,0.001140835000000000
32683.980899678277637577,0.001791316000000000
33418.066060911914973985,0.001160583000000000
34103.668278884666506201,0.001269038000000000
34710.823446786678687204,0.001216441000000000
35212.995970326897804625,0.001903307000000000
35588.238500535488128662,0.001929589000000000
35820.151138228909985628,0.001271286000000000
35898.598188299649336841,0.001230286000000000
35898.598188299649336841,0.001177825000000000
35977.045238370388688054,0.002070400000000000
36208.957876063810545020,0.001192377000000000
36584.200406272400869057,0.001242365000000000
37086.372929812619986478,0.001184702000000000
37693.528097714632167481,0.001242565000000000
38379.130315687383699697,0.002211310000000000
39113.215476921024674084,0.001205109000000000
39863.700537338205322158,0.001239188000000000
40597.785698571846296545,0.001264710000000000
41283.387916544597828761,0.001309431000000000
41890.543084446610009763,0.001210311000000000
42392.715607986829127185,0.001239278000000000
42767.958138195419451222,0.001196995000000000
42999.870775888841308188,0.001228324000000000
43078.317825959580659401,0.001217654000000000
43078.317825959573383443,0.001163524000000000
43156.764876030312734656,0.001265680000000000
43388.677513723734591622,0.001305159000000000
43763.920043932324915659,0.001171608000000000
44266.092567472544033080,0.001185958000000000
44873.247735374556214083,0.001166092000000000
45558.849953347307746299,0.001235056000000000
46292.935114580948720686,0.001196183000000000
47043.420174998129368760,0.001174930000000000
47777.505336231770343147,0.001245394000000000
48463.107554204521875363,0.001229371000000000
49070.262722106534056365,0.001197006000000000
49572.435245646753173787,0.001189705000000000
49947.677775855343497824,0.001178955000000000
50179.590413548765354790,0.001192397000000000
